Target_YearMonth,CPI_YoY_pct,Avg_Temperature_F,Target_EDP
2022-01,7.558805726967832,47.93548387096774,217.4925462134765
2022-02,7.937278766517819,47.14285714285715,221.093101138647
2022-03,8.572204966013853,59.2258064516129,227.0878186968838
2022-04,8.231750770777225,70.8,218.5163438256659
2022-05,8.538171195642065,79.74193548387096,228.6848523748396
2022-06,8.979361103105798,85.03333333333333,216.2424242424242
2022-07,8.462576727730099,87.48387096774194,224.6575
2022-08,8.222579178218826,84.41935483870968,221.3293103448276
2022-09,8.192106896425821,79.16666666666667,222.6357986326911
2022-10,7.758813957693,69.41935483870968,223.0558659217877
2022-11,7.122856456533988,57.4,227.6102003642987
2022-12,6.404600402357152,53.12903225806452,228.1240506329114
2023-01,6.327178517960097,54.35483870967742,222.877300613497
2023-02,5.957820738137087,54.57142857142857,227.7136752136752
2023-03,4.917719362889961,64.09677419354838,213.596533173939
2023-04,4.950079879124369,65.66666666666667,209.4877750611247
2023-05,4.131851231385042,74.2258064516129,223.0786516853933
2023-06,3.070617072997095,82.96666666666667,219.6195153896529
2023-07,3.287749268428297,87.3225806451613,217.0771159874608
2023-08,3.722504803505289,89.87096774193549,214.3811764705882
2023-09,3.687206638119256,85.1,225.1165413533835
2023-10,3.251265909861178,71.16129032258064,217.561661341853
2023-11,3.133346274591186,58.8,216.6957994579946
2023-12,3.315909942710293,54.48387096774194,215.3424396442186
